claim,label
George Soros was arrested in Switzerland in February 2019. ,false
New Mexico health officials report first child flu death.,true
The media lied about the Momo challenge and real Momo videos have been located and shared.,mixture
Less Frequent Mammograms May Lower False-Positive Results,mixture
Legionnaires� disease found in person who didn�t attend fair.,true
"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",false
US to screen airline passengers from China for new illness.,true
A photograph of a shark leaping out of the water is real and won an award from National Geographic.,false
"Almost 200 people in Italy died from the coronavirus in a 24-hour period between March 11 and 12, 2020.",true
"As Cron, Rosario return, Twins put Buxton on concussion list.",true
Therapy offers hope for infants at risk,false
Osteopathic manipulative treatment improves outcomes for elderly pneumonia patients,false
Congo student with Ebola still finds a way to take exams.,true
Florida Supreme Court approves language of medical marijuana proposal.,true
"Yet, for all that spending, health outcomes today on Medicaid are mediocre and many patients have difficulty accessing care.�",false
Pope says deforestation must be treated as a global threat.,true
"Said that living near wind turbines is noisy, enough to make someone �go crazy after a couple of years.�",unproven
Biden unveils $1.7 trillion climate plan to end U.S. carbon emissions by 2050.,true
Exclusive: Emails show U.S. officials brushed off state concerns on drive-through virus tests.,true
The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.,false
"""Under the new health care law, the elderly will be denied care when they have """"passed the age limit for treatment.""",false
"""Ted Cruz Says Donald Trump and Marco Rubio opposed Cruz�s """"efforts to defund Planned Parenthood.""",false
New Data From the Elekta Lung Research Group Support the use of Stereotactic Body Radiation Therapy in Elderly Patients With Early-stage Lung Cancer,false
"""In Flint, Mich., """"the pipes still haven't been replaced. The water is still poisoned.""",mixture
"""Firearms homicides are down about 40 percent"""" since Texas passed concealed-gun permit law.""",true
"""A list reproduces Saul Alinsky's rules for """"How to Create a Social State.""",false
Bribery serves as life-support for Chinese hospitals.,true
Indonesian child tests positive for bird flu.,true
A young boy was beaten to death by his mother for refusing to wear girl's clothes. ,false
Injecting Migraine Pain Away,mixture
"Despite coronavirus, Americans fight for their right to a birthday party.",true
"Cartilage regeneration builds a new knee, from the inside",false
"""The Affordable Care Act """"will likely go down as the biggest tax increase in history.""",false
Georgia has a well-deserved reputation for setting the gold standard for food safety.,false
"""NextGen Climate Says Rick Scott """"is letting Duke (Energy) keep collecting billions"""" despite troubled power plants.""",mixture
More states sue opioid maker alleging deceptive marketing.,true
Ruling puts hold on gold exploration plans in eastern Idaho.,true
"Newly uncovered video depicts Bernie Sanders, intoxicated and shirtless, singing in Russia in 1988.",mixture
"Canada to press U.S. further on medical supplies, Trudeau says.",true
A study has proved that pineapple juice is five times more effective than cough syrup.,unproven
Prophylactic maker Durex is producing an eggplant-flavored condom.,false
Staff at Gold Coast Hospital in Australia rolled in a Wilson volleyball to keep Tom Hanks company in quarantine after he was diagnosed with the coronavirus. ,false
More than 100 whales are trapped in an underwater 'jail.',true
"PEDOPHILIA is now LEGAL in CALIFORNIA. Now a 21 year old can have sex with an 11 year old, and not be listed on the sex registry as a sex offender.",false
Cholera cases jump to 138 in Mozambique's Beira after cyclone.,true
"""The medical marijuana ballot initiative """"doesn�t require a physician writing a prescription"""" and can be for conditions like """"having a back that needs to be scratched.""",mixture
"Salmonella, hepatitis A reported at Crow Wing County Jail.",true
Images show COVID-19 victims being buried in mass graves in New York City.,true
"�Dramatic resurgence� of measles seen in Europe, WHO reports.",true
New Mexico takes more drastic measures against virus hotspot.,true
"With U.S. Ebola fear running high, African immigrants face ostracism.",true
"The 1981 Farmer's Almanac contained a passage predicting that a severe, pneumatic illness would spread around the globe in 2020. ",false
Bird flu found at Tyson Foods chicken supplier.,true
New treatment for advanced melanoma shrinks tumors,false
"""You catch a criminal, and you have to release him,"""" referring to people caught trying to enter the U.S. illegally. """,false
"Some 10,8000 U.S. children were raped by illegal immigrants in 2018. ",false
Peruvian ice cap harbors evidence of conquistadors' avarice.,true
A shoplifter who stabbed a Marine collecting Toys for Tots was then whomped by other Marines.,true
Over 300K home owner suicides attributed to foreclosures.,false
Push to save African elephants stirs U.S. clash over antique ivory trade.,true
Merck says FDA rejects its new cholesterol drug.,true
"Nothing much works for morning sickness, study finds",false
Stem Cells and Breast Surgery,true
Ring of fire: Australian state declares emergency as wildfires approach Sydney.,true
" A forwarded email about the story of how a little girl at Presbyterian Hospital in Charlotte, North Carolina miraculously recovered from cancer after an angel was seen on a video surveillance monitor. ",true
Cedars-Sinai Surgeon Uses New Device to Perform First-Ever Surgery,false
There is no proof social distancing is an effective measure to stop the spread of novel coronavirus or COVID-19.,false
"""In U.S. elections, mail-in voting systems """"substantially"""" increase the risk of voter fraud compared to in-person voting.""",false
A book about Hitler quotes him as saying that he would start a third world war � after his death.,false
I�m ninth generation from New Hampshire.,mixture
New apps designed to reduce depression and anxiety as easily as checking your phone,mixture
United Nations reports 'dramatic' progress in fight against AIDS.,true
"Dessert, Laid-Back and Legal",true
Obesity research takes high-tech twist at Florida school.,true
" Ann Coulter, a conservative commentator and author, said immigrants who are blind or are in wheelchairs should not be granted citizenship. ",true
"Since 2010, eight children in Georgia have died due to vehicular heatstroke.",true
Gilead puts emergency access to experimental coronavirus drug on hold amid surging demand.,true
Farmers are injecting fruits and vegetables with the human hormone oxytocin to enhance their growth and appearance.,mixture
